Country,Year,GDP
Mauritius,2009,7318.12641
Mauritius,2008,5803.780654307692
Mauritius,2007,6574.654338
Mauritius,2006,5695.969327
Mauritius,2005,5116.45424
Mauritius,2004,5229.876738
Mauritius,2003,4623.347642
Mauritius,2002,3957.51296
Mauritius,2001,3792.182152
Mauritius,2000,3861.32414
Mexico,2014,1452.27766
Mexico,2013,1298.86766
Mexico,2012,982.532572
Mexico,2011,9834.472689
Mexico,2010,8959.581416
Mexico,2009,7748.12331
Mexico,2008,9689.52887
Mexico,2007,933.341687
Mexico,2006,8767.92258
Mexico,2005,7986.798439
Mexico,2004,7199.59665
Mexico,2003,6751.998987
Mexico,2002,716.8219
Mexico,2001,731.378864
Mexico,2000,672.92113
Mongolia,2014,4181.583321
Mongolia,2013,4385.379355
Mongolia,2012,4368.82248
Mongolia,2011,3769.595255
Mongolia,2010,265.353659
Mongolia,2009,1717.898761
Mongolia,2008,2139.625631
Mongolia,2007,1634.81431
Mongolia,2006,1334.651896
Mongolia,2005,998.8226671
Mongolia,2004,797.8377432
Mongolia,2003,646.561295
Mongolia,2002,571.51883
Mongolia,2001,524.145924
Mongolia,2000,474.2133361
Montenegro,2014,7378.345289
Montenegro,2013,7186.429787
Montenegro,2012,6586.71929
Montenegro,2011,7318.742449
Montenegro,2010,6682.281158
Montenegro,2009,6698.79439
Montenegro,2008,7325.73474
Montenegro,2007,5957.145693
Montenegro,2006,6891.7740995
Morocco,2014,3154.513484
Morocco,2013,3111.762887
Morocco,2012,294.746728
Morocco,2011,339.91616
Morocco,2010,2834.2472
Morocco,2009,2861.5545
Morocco,2008,2884.94776
Morocco,2007,2494.353552
Morocco,2006,2191.478567
Morocco,2005,213.755559
Morocco,2004,1948.812275
Morocco,2003,1721.973863
Morocco,2002,1413.757176
Morocco,2001,1336.775376
Morocco,2000,1332.382358
Mozambique,2014,623.2871141
Mozambique,2013,409.66809920833333
Mozambique,2012,566.513873
Mozambique,2011,526.5313517
Mozambique,2010,419.2258149
Mozambique,2009,463.852618
Mozambique,2008,409.66809920833333
Mozambique,2007,422.1461573
Mozambique,2006,385.7567141
Mozambique,2005,369.1545359
Mozambique,2004,336.3318145
Mozambique,2003,283.8911588
Mozambique,2002,262.884551
Mozambique,2001,256.4414872
Myanmar,2014,1262.893782
Myanmar,2013,1168.83947
Myanmar,2012,1171.58257
Myanmar,2011,1186.423937
Myanmar,2010,987.7365832
Myanmar,2009,741.777116
Myanmar,2008,643.951373
Myanmar,2007,740.6380387272728
Myanmar,2006,296.97284
Myanmar,2005,247.24276
Myanmar,2004,219.8156688
Myanmar,2003,219.782326
Namibia,2014,5421.343953
Namibia,2013,5488.131712
Namibia,2012,5749.44752
Namibia,2011,5462.62674875
Namibia,2010,5191.58381
Nepal,2014,473.01020256000004
Nepal,2013,688.6172788
Nepal,2012,681.7925868
Nepal,2011,692.1166842
Nepal,2010,592.1835216
Nepal,2009,473.01020256000004
Nepal,2008,473.844449
Nepal,2007,393.8843518
Nepal,2006,348.6314534
Nepal,2005,317.89198
Nepal,2004,287.4156
Nepal,2003,253.72412
Netherlands,2014,52157.4687
Netherlands,2013,51574.48942
Netherlands,2012,49474.7561
Netherlands,2011,51068.90474
Nicaragua,2014,1975.46477
Nicaragua,2013,1847.19849
Nicaragua,2012,1792.3845
Nicaragua,2011,1682.957924
Nicaragua,2010,1526.497938
Nicaragua,2009,1464.497754
Nicaragua,2008,1518.85386
Nicaragua,2007,1344.31871
Nicaragua,2006,124.992617
Nicaragua,2005,1175.116225
Nicaragua,2004,191.55157
Nicaragua,2003,115.565314
Nicaragua,2002,1072.810698
Nicaragua,2001,143.6758
Nicaragua,2000,116.2743
Niger,2014,374.53737268
Niger,2013,416.14838
Niger,2012,391.515524
Niger,2011,375.5819866
Niger,2010,348.151511
Niger,2009,341.2894618
Nigeria,2014,3221.678128
Nigeria,2013,2996.96432
Nigeria,2012,2755.297787
Nigeria,2011,2527.9423
Nigeria,2010,2327.3267
Nigeria,2009,197.661422
Nigeria,2008,1383.893354
Nigeria,2007,1136.829645
Nigeria,2006,119.743286
Nigeria,2005,1851.926326888889
Pakistan,2014,1316.98966
Pakistan,2013,1272.44161
Pakistan,2012,1261.28967
Pakistan,2011,1226.215314
Pakistan,2010,890.5482647
Pakistan,2009,890.5482647
Pakistan,2008,139.31288
Pakistan,2007,890.5482647
Pakistan,2006,873.772727
Pakistan,2005,711.4699463
Pakistan,2004,649.848233
Pakistan,2003,563.594342
Panama,2014,12593.7374
Panama,2013,11685.97983
Panama,2012,1589.82713
Panama,2011,927.723171
Panama,2010,7937.259931
Panama,2009,7429.628274
Panama,2008,6973.9284
Panama,2007,668.8667
Panama,2006,5348.518399
Panama,2005,4916.54886
Panama,2004,4591.892776
Panama,2003,4267.13578
Panama,2002,4126.14671
Panama,2001,446.372833
Papua New Guinea,2014,700.8592562769231
Papua New Guinea,2013,229.95364
Papua New Guinea,2012,271.318741
Papua New Guinea,2011,177.867119
Papua New Guinea,2010,1366.879112
Papua New Guinea,2009,1166.66337
Papua New Guinea,2008,1178.72469
Papua New Guinea,2007,956.668952
Papua New Guinea,2006,854.346921
Papua New Guinea,2005,700.8592562769231
Papua New Guinea,2004,637.3616215
Papua New Guinea,2003,588.3582595
Papua New Guinea,2002,511.665773
Papua New Guinea,2001,539.41528
Papua New Guinea,2000,631.9468526
Paraguay,2014,4712.822736
Paraguay,2013,4479.95858
Paraguay,2012,3855.537735
Paraguay,2011,3988.11894
Paraguay,2010,3225.591754
Paraguay,2009,2599.596259
Paraguay,2008,359.992184
Paraguay,2007,2312.192926
Paraguay,2006,189.71539
Paraguay,2005,157.145691
Paraguay,2004,148.527976
Paraguay,2003,1174.779347
Peru,2014,6491.5245
Peru,2013,6583.116248
Peru,2012,6387.785281
Peru,2011,5771.565878
Peru,2010,522.493191
Peru,2009,4166.93387
Peru,2008,428.87811
Peru,2007,3611.2147
Peru,2006,3171.49856
Peru,2005,2754.7829
Peru,2004,2448.143899
Peru,2003,218.25997
Philippines,2014,2842.938353
Philippines,2013,276.289146
Philippines,2012,2581.818554
Philippines,2011,2352.518156
Philippines,2010,2129.499242
Philippines,2009,1825.341521
Philippines,2008,1919.466195
Philippines,2007,1672.685433
Philippines,2006,1391.772325
Philippines,2005,1194.697155
Philippines,2004,179.3715
Philippines,2003,1497.1234454615385
Philippines,2002,1497.1234454615385
Philippines,2001,957.287441
Philippines,2000,138.91977
Poland,2014,14341.675
Poland,2013,1378.54911
Poland,2012,13145.1484
Poland,2011,13893.18768
Poland,2010,12599.52486
Poland,2009,11527.59323
Poland,2008,141.44688
Poland,2007,1126.31852
Poland,2006,6858.589814785714
Poland,2005,821.251569
Poland,2004,6681.178818
Poland,2003,5693.52416
Poland,2002,5196.932921
Poland,2001,4981.198619
Poland,2000,4492.72764
Portugal,2014,2277.53613
Portugal,2013,21618.73534
Portugal,2012,2577.4264
Portugal,2011,23196.18375
Portugal,2010,22538.6548
Portugal,2009,2363.97161
Portugal,2008,24815.6884
Portugal,2007,2278.5845
Portugal,2006,19821.44463
Portugal,2005,18784.9485
Portugal,2004,1845.5881
Portugal,2003,15772.7334
Portugal,2002,12882.28897
Portugal,2001,11729.14616
Portugal,2000,1152.39681
Romania,2014,4544.592086230769
Romania,2013,9585.266593
Romania,2012,8558.39766
Romania,2011,4544.592086230769
Romania,2010,8297.483621
Romania,2009,822.18329
Romania,2008,1136.47356
Romania,2007,8214.185378
Romania,2006,5828.745662
Romania,2005,4676.315183
Romania,2004,3552.92452
Romania,2003,2774.95586
Romania,2002,2124.873613
Romania,2001,1839.72945
Romania,2000,1668.162731
Russian Federation,2014,14125.961
Russian Federation,2013,15543.67653
Russian Federation,2012,15154.45687
Russian Federation,2011,14212.687
Russian Federation,2010,1674.98771
Russian Federation,2009,8562.89598
Russian Federation,2008,11635.2637
Russian Federation,2007,911.25385
Russian Federation,2006,692.194398
Russian Federation,2005,5323.473877
Russian Federation,2004,412.372294
Russian Federation,2003,2975.132778
Russian Federation,2002,2375.5944
Russian Federation,2001,7199.996183615385
Rwanda,2014,436.41054583999994
Rwanda,2013,688.8768557
Rwanda,2012,678.796973
Rwanda,2011,617.317648
Rwanda,2010,563.491487
Rwanda,2009,539.1538211
Rwanda,2008,436.41054583999994
Rwanda,2007,436.41054583999994
Rwanda,2006,342.3656294
Rwanda,2005,287.931877
Rwanda,2004,236.9114381
Rwanda,2003,212.6619491
Rwanda,2002,196.59778
Samoa,2014,4178.973369
Samoa,2013,4219.65123
Samoa,2012,4234.554443
Samoa,2011,3942.9827
Samoa,2010,3453.487434
Samoa,2009,335.112838
Samoa,2008,359.82223
Samoa,2007,322.543121
Samoa,2006,287.963899
Samoa,2005,2571.262348
Samoa,2004,2351.33814
Samoa,2003,197.29417
Samoa,2002,1631.41727
Samoa,2001,1555.47451
Samoa,2000,154.68923
Sao Tome and Principe,2014,1821.878734
Sao Tome and Principe,2013,1619.532678
Sao Tome and Principe,2012,138.949959
Sao Tome and Principe,2011,134.326189
Sao Tome and Principe,2010,1129.754961
Sao Tome and Principe,2009,199.57146
Sao Tome and Principe,2008,1126.46212
Sao Tome and Principe,2007,894.927988
Sao Tome and Principe,2006,843.89447
Sao Tome and Principe,2005,841.0896722727273
Sao Tome and Principe,2004,693.345683
Sao Tome and Principe,2003,649.342153
Senegal,2014,152.443873
Senegal,2013,148.912351
Senegal,2012,136.4518
Senegal,2011,145.936008
Senegal,2010,145.936008
Senegal,2009,145.936008
Senegal,2008,145.936008
Senegal,2007,145.936008
Senegal,2006,145.936008
Senegal,2005,145.936008
Senegal,2004,145.936008
Serbia,2014,4678.8746914
Serbia,2013,6353.826383
Serbia,2012,5659.3824
Serbia,2011,6423.291783
Serbia,2010,5411.87744
Serbia,2009,5821.35397
Serbia,2008,671.773913
Serbia,2007,5458.121718
Serbia,2006,4129.758741
Serbia,2005,3528.1318
Serbia,2004,3331.228766
Seychelles,2014,1557.77892
Seychelles,2013,15687.34795
Seychelles,2012,12845.17363
Seychelles,2011,12189.9516
Seychelles,2010,184.68447
Seychelles,2009,976.9566
Seychelles,2008,11122.8627
Seychelles,2007,12154.82994
Seychelles,2006,1214.39987
Seychelles,2005,1192.5174
Seychelles,2004,1176.65871
Seychelles,2003,8524.961236
Seychelles,2002,8331.261997
Seychelles,2001,7663.1378
Seychelles,2000,7578.85153
Sierra Leone,2014,440.21103485000003
Sierra Leone,2013,440.21103485000003
Sierra Leone,2012,561.8984239
Sierra Leone,2011,445.525
Sierra Leone,2010,440.21103485000003
Sierra Leone,2009,394.5932439
Sierra Leone,2008,440.21103485000003
Sierra Leone,2007,358.8274716
Solomon Islands,2014,829.9735977538462
Solomon Islands,2013,188.5159
Solomon Islands,2012,1858.689868
Solomon Islands,2011,1642.837974
Solomon Islands,2010,1272.44825
Solomon Islands,2009,1158.282672
Solomon Islands,2008,125.79167
Solomon Islands,2007,146.931125
Solomon Islands,2006,948.6592511
Solomon Islands,2005,829.9735977538462
Solomon Islands,2004,818.442619
Solomon Islands,2003,744.7657423
Solomon Islands,2002,784.9562874
Solomon Islands,2001,944.81684
Solomon Islands,2000,154.518572
South Africa,2014,6479.625659
South Africa,2013,6876.953821
South Africa,2012,7548.163698
South Africa,2011,849.954224
South Africa,2010,7362.76139
South Africa,2009,5888.6284
South Africa,2008,5786.59972
South Africa,2007,6125.39984
South Africa,2006,5631.73485
South Africa,2005,5414.634326
South Africa,2004,4863.51688
South Africa,2003,3775.68275
South Africa,2002,2518.398261
South Africa,2001,2681.781
South Africa,2000,337.2253
Spain,2014,296.47225
Spain,2013,2921.9342
Spain,2012,28562.29324
Spain,2011,31834.21816
Spain,2010,3736.228
Spain,2009,32333.4661
Spain,2008,35578.73619
Spain,2007,3279.414
Spain,2006,28482.6948
Spain,2005,2651.71745
Spain,2004,24918.64584
Spain,2003,21495.7741
Spain,2002,1719.53541
Spain,2001,15323.6114
Spain,2000,14676.769
Sri Lanka,2014,382.54994
Sri Lanka,2013,361.289374
Sri Lanka,2012,335.521375
Sri Lanka,2011,322.992615
Sri Lanka,2010,671.9183122909091
Sri Lanka,2009,216.681584
Sri Lanka,2008,254.489192
Sri Lanka,2007,1644.816372
Sri Lanka,2006,1448.7611
Sri Lanka,2005,1259.87591
Sri Lanka,2004,174.6692
Sri Lanka,2003,989.4547732
Suriname,2014,9564.46383
Suriname,2013,9484.56898
Suriname,2012,9272.413453
Suriname,2011,8318.97692
Suriname,2010,833.31332
Suriname,2009,7443.85178
Suriname,2008,6858.163158
Suriname,2007,5761.39536
Suriname,2006,527.92
Suriname,2005,3595.8855
Swaziland,2014,3464.35169
Swaziland,2013,3598.75972
Swaziland,2012,3851.51547
Swaziland,2011,3934.27325
Swaziland,2010,369.239336
Swaziland,2009,332.517125
Swaziland,2008,2842.438422
Swaziland,2007,347.48798
Swaziland,2006,2937.36723
Swaziland,2005,2873.862141
Swaziland,2004,2529.633557
Swaziland,2003,2248.6809857142857
Swaziland,2002,1324.996228
Swaziland,2001,1437.634951
Swaziland,2000,1637.4567
Sweden,2014,5918.19898
Sweden,2013,6283.24522
Sweden,2012,57134.777
Sweden,2011,59593.28711
Syrian Arab Republic,2007,1382.0467588333333
Syrian Arab Republic,2006,1762.24617
Syrian Arab Republic,2005,1577.457182
Syrian Arab Republic,2004,1382.0467588333333
Syrian Arab Republic,2003,1253.39143
Syrian Arab Republic,2002,1263.13455
Syrian Arab Republic,2001,1258.421953
Syrian Arab Republic,2000,1177.629268
Tajikistan,2014,114.45919
Tajikistan,2013,508.935080475
Tajikistan,2012,954.725253
Tajikistan,2011,834.5412953
Tajikistan,2010,738.3475227
Tajikistan,2009,666.3458569
Tajikistan,2008,508.935080475
Tajikistan,2007,508.935080475
Tajikistan,2006,508.935080475
Tajikistan,2005,337.359236
Tajikistan,2004,508.935080475
Tajikistan,2003,236.314438
Tajikistan,2002,189.3878519
Thailand,2014,5941.8471
Thailand,2013,6171.262444
Thailand,2012,5859.915622
Thailand,2011,5491.159981
Thailand,2010,575.32176
Thailand,2009,4212.5492
Thailand,2008,4378.68746
Thailand,2007,3972.26475
Thailand,2006,3368.952576
Thailand,2005,2893.651356
Thailand,2004,2659.83918
Thailand,2003,2358.93629
Thailand,2002,296.54617
Thailand,2001,1893.145377
Thailand,2000,3576.7199475714287
Timor-Leste,2014,1153.51578
Timor-Leste,2013,117.765674
Timor-Leste,2012,1117.77724
Timor-Leste,2011,114.56179
Timor-Leste,2010,849.8626972
Timor-Leste,2009,757.3114436
Timor-Leste,2008,643.71911
Togo,2014,534.4043850833333
Togo,2013,579.43485
Togo,2012,563.6894247
Togo,2011,562.3393592
Togo,2010,487.9238913
Togo,2009,499.6468713
Togo,2008,513.391914
Tonga,2014,4192.349758
Tonga,2013,4266.557174
Tonga,2012,451.542462
Tonga,2011,445.18866
Tonga,2010,3547.59975
Tonga,2009,2226.6615020714285
Tonga,2008,3392.64743
Tonga,2007,2932.315883
Tonga,2006,2892.522663
Tonga,2005,2594.74999
Tonga,2004,2284.37858
Tonga,2003,229.714718
Tonga,2002,1842.44421
Tonga,2001,1837.977391
Tonga,2000,263.27236
Trinidad and Tobago,2014,19325.24283
Trinidad and Tobago,2013,1967.83283
Trinidad and Tobago,2012,19152.531
Trinidad and Tobago,2011,1953.9767
Trinidad and Tobago,2010,16683.94578
Trinidad and Tobago,2009,1458.8796
Trinidad and Tobago,2008,21188.11857
Trinidad and Tobago,2007,1653.1844
Trinidad and Tobago,2006,1495.96337
Trinidad and Tobago,2005,12323.1275
Trinidad and Tobago,2004,129.51914
Trinidad and Tobago,2003,884.518666
Trinidad and Tobago,2002,749.626612
Tunisia,2014,4271.68172
Tunisia,2013,4199.47253
Tunisia,2012,4137.55421
Tunisia,2011,4256.91279
Tunisia,2010,414.15177
Tunisia,2009,4129.977335
Tunisia,2008,431.9326
Tunisia,2007,3778.184171
Tunisia,2006,3371.71231
Tunisia,2005,3194.562243
Tunisia,2004,3112.83529
Tunisia,2003,2761.969249
Tunisia,2002,2346.5937
Tunisia,2001,2254.933126
Tunisia,2000,2213.91488
Turkey,2014,12127.22522
Turkey,2013,12542.93565
Turkey,2012,1172.3843
Turkey,2011,11341.13395
Turkey,2010,1672.5693
Turkey,2009,936.499911
Turkey,2008,185.68975
Turkey,2007,979.49246
Turkey,2006,834.869161
Turkey,2005,7384.354661
Turkey,2004,4407.030594857143
Turkey,2003,4718.51291
Turkey,2002,366.57
Turkey,2001,3119.63716
Turkey,2000,4316.553895
Turkmenistan,2014,7962.365824
Turkmenistan,2013,734.42525
Turkmenistan,2012,6675.262954
Turkmenistan,2011,5649.978486
Turkmenistan,2010,4439.23
Turkmenistan,2009,436.459223
Turkmenistan,2008,394.467675
Turkmenistan,2007,2692.42441025
Turkmenistan,2006,2136.66815
Turkmenistan,2005,174.51475
Turkmenistan,2004,1453.917166
Turkmenistan,2003,1283.885977
Turkmenistan,2002,967.917468
Uganda,2014,719.172669
Uganda,2013,662.492293
Uganda,2012,647.74741
Uganda,2011,584.3962137
Uganda,2010,594.9972557
Uganda,2009,647.17732
Uganda,2008,449.6928183
Uganda,2007,498.56001269999996
Uganda,2006,336.4593923
Uganda,2005,315.788227
Uganda,2004,288.236949
Uganda,2003,237.9995917
Uganda,2002,498.56001269999996
Ukraine,2014,314.658296
Ukraine,2013,429.71554
Ukraine,2012,3855.42128
Ukraine,2011,3569.75727
Ukraine,2010,2965.142365
Ukraine,2009,2545.48341
Ukraine,2008,3891.37823
Ukraine,2007,368.68998
Ukraine,2006,233.18831
Ukraine,2005,1828.717626
Ukraine,2004,1367.352433
Ukraine,2003,148.522488
Ukraine,2002,879.475486
Ukraine,2001,1645.2351677857143
Ukraine,2000,635.789635
Uruguay,2014,16737.89827
Uruguay,2013,16881.2568
Uruguay,2012,1592.6819
Uruguay,2011,14166.4998
Uruguay,2010,11938.212
Uruguay,2009,9415.17386
Uruguay,2008,962.312164
Uruguay,2007,7105.487004428572
Uruguay,2006,5877.87678
Uruguay,2005,522.951116
Uruguay,2004,4117.38853
Uruguay,2003,3622.52284
Uruguay,2002,488.768855
Uruguay,2001,6281.37747
Uruguay,2000,6871.897677
Uzbekistan,2014,468.1367948777778
Uzbekistan,2013,197.551233
Uzbekistan,2012,174.468298
Uzbekistan,2011,468.1367948777778
Uzbekistan,2010,468.1367948777778
Uzbekistan,2009,1213.265328
Uzbekistan,2008,182.28625
Uzbekistan,2007,468.1367948777778
Uzbekistan,2006,654.2838373
Uzbekistan,2005,546.776852
Uzbekistan,2004,465.1198869
Uzbekistan,2003,396.129969
Uzbekistan,2002,383.3494997
Vanuatu,2014,3148.36513
Vanuatu,2013,3167.34356
Vanuatu,2012,3158.58688
Vanuatu,2011,3275.91684
Vanuatu,2010,2965.82434
Vanuatu,2009,2643.441423
Vanuatu,2008,2697.961375
Vanuatu,2007,2393.367265
Vanuatu,2006,247.97823
Vanuatu,2005,1886.433359
Vanuatu,2004,1787.94723
Vanuatu,2003,158.52724
Vanuatu,2002,1353.934819
Vanuatu,2001,1362.61731
Vanuatu,2000,1469.849149
Zambia,2014,1738.8822
Zambia,2013,185.793359
Zambia,2012,1734.93612
Zambia,2011,1644.619672
Zambia,2010,1463.213573
Zambia,2009,1139.11233
Zambia,2008,1369.68249
Zambia,2007,114.587985
Zambia,2006,1120.2383939333333
Zambia,2005,691.3178164
Zimbabwe,2014,127.47462
Zimbabwe,2013,111.227396
Zimbabwe,2012,955.648466
Zimbabwe,2011,839.927936
Zimbabwe,2010,713.63562
Zimbabwe,2009,487.2166776384616
Zimbabwe,2008,325.678573
Zimbabwe,2007,396.9982166
Zimbabwe,2006,414.796232
Zimbabwe,2005,444.76575
Zimbabwe,2004,454.366654
Zimbabwe,2003,453.3511552
Zimbabwe,2002,487.2166776384616
Zimbabwe,2001,548.587312
Zimbabwe,2000,547.3588785
