Country,Year,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 1-19 years,thinness 5-9 years,Income composition of resources,Schooling
Dominican Republic,2003,Developing,73.0,22,7,1.99061032797322,5.683646636191345,79.0,0.0,25.502761267281947,8,65.0,5.53,79.0,2.3,2372.628827,13.706562503667223,3.6,3.5,0.665,12.4
Dominican Republic,2002,Developing,71.4,189,7,2.005525858729668,1.735822474446175,63.0,0.0,25.27585461593685,8,74.0,5.79,82.0,2.4,3546.0749680714284,15.993924429221098,3.7,3.6,0.66,12.3
Dominican Republic,2001,Developing,71.2,188,7,1.9643112344262048,5.831952839910649,66.0,4.736198448394496,25.24749128451872,9,71.0,5.59,72.25,2.5,2862.154836,15.97850329920186,3.8,3.6,0.656,12.3
Dominican Republic,2000,Developing,72.0,176,7,2.0255131996542803,3.82411984444462,68.0,5.537334267018537,25.36094461019126,9,71.0,5.9,78.0,2.5,282.4242,15.962917126412949,3.8,3.7,0.651,12.2
Ecuador,2014,Developing,76.0,121,6,1.572773928062509,4.383478872291188,83.0,0.0,25.92821123855401,7,84.0,7.42,83.0,0.1,6432.216537,14.281200521718516,1.2,1.1,0.737,14.0
Ecuador,2013,Developing,76.0,121,6,1.5623463049002495,4.09648397271722,87.0,0.0,25.92821123855401,8,87.0,7.29,87.0,0.1,674.9829,16.566719094216246,1.3,1.1,0.725,13.4
Ecuador,2012,Developing,75.5,127,7,1.5933085305042167,3.7584259717772217,88.0,4.290459441148391,25.857302910008663,8,85.0,6.48,87.0,0.1,572.14313,16.551154330535535,1.3,1.2,0.717,13.3
Ecuador,2011,Developing,75.3,131,7,1.6074359097634274,5.845690565739161,88.0,5.552959584921617,25.82893957859053,8,85.0,5.92,88.0,0.1,5223.351763,16.53531513821317,1.3,1.2,0.71,13.2
Ecuador,2010,Developing,75.0,134,7,1.599387576580599,5.910603035055615,59.0,0.0,25.78639458146332,8,88.0,5.9,91.0,0.1,4657.32361,14.216612829392698,1.3,1.2,0.703,13.1
Ecuador,2009,Developing,75.1,137,7,1.5830939370944983,5.645955625463111,91.0,0.0,25.800576247172387,8,91.0,5.58,94.0,0.1,4255.56571,16.502764406188547,1.3,1.2,0.702,13.1
Ecuador,2008,Developing,74.6,139,7,1.5602476682433286,5.292954550822937,93.0,0.6931471805599453,25.729667918627044,9,94.0,5.66,96.0,0.1,4274.95265,16.486036307780587,1.3,1.2,0.698,13.0
Ecuador,2007,Developing,74.7,14,7,1.5325568680981427,3.0255181310844934,94.0,0.0,25.743849584336115,9,95.0,5.94,96.0,0.2,359.71886,14.170000917435033,1.4,1.3,0.696,12.9
Ecuador,2006,Developing,74.4,144,8,1.5085119938441398,3.0026995873552766,96.0,0.0,25.70130458720891,9,92.0,5.86,96.0,0.3,335.786541,14.149657951373404,1.4,1.3,0.693,12.8
Ecuador,2005,Developing,74.2,151,8,1.5129270120532563,2.94933073918563,92.0,0.0,25.67294125579077,9,89.0,5.87,92.0,0.3,321.942547,16.43547491413377,1.4,1.3,0.688,12.8
Ecuador,2004,Developing,74.4,148,8,1.536867219599265,2.855274321895556,88.0,0.0,25.70130458720891,9,74.0,6.22,88.0,0.3,278.557892,14.122736400682232,1.5,1.3,0.682,12.7
Ecuador,2003,Developing,74.4,151,8,1.5454325824581878,2.9581255633169725,82.0,0.0,25.70130458720891,10,97.0,6.46,87.0,0.3,244.46898,14.099908744359585,1.5,1.4,0.679,12.6
Ecuador,2002,Developing,73.6,157,8,1.5851452198650555,5.238484296590505,75.0,0.0,25.58785126153636,10,88.0,4.62,88.0,0.3,2183.966796,9.52711997525166,1.5,1.4,0.675,12.5
Ecuador,2001,Developing,73.4,158,9,1.6351056591826785,2.7465488780090213,69.0,1.0986122886681098,25.559487930118223,10,74.0,4.540000000000001,89.0,0.3,193.741571,16.36906882101726,1.6,1.5,0.67,12.4
Ecuador,2000,Developing,72.8,163,9,1.6074359097634274,4.444711134425479,59.0,0.0,25.474397935863813,11,83.0,4.540000000000001,87.0,0.3,1451.29776,16.351474403437386,1.6,1.5,0.668,12.4
El Salvador,2014,Developing,73.3,181,2,1.2584609896100056,6.50237920486033,93.0,0.0,25.54530626440916,2,93.0,6.77,94.0,0.2,3988.771871,15.653070010939194,1.6,1.6,0.676,13.2
El Salvador,2013,Developing,73.0,184,2,1.229640551074514,6.4841656621967925,92.0,0.0,25.502761267281947,2,92.0,6.95,92.0,0.2,3895.664491,13.34675095459737,1.6,1.6,0.675,13.2
El Salvador,2012,Developing,73.0,181,2,1.247032293786383,6.384816177227938,92.0,0.0,25.502761267281947,2,93.0,6.7,92.0,0.3,3827.786267,15.64348092693658,1.6,1.6,0.67,13.2
El Salvador,2011,Developing,72.0,197,2,1.2149127443642704,6.31042416497151,89.0,0.0,25.36094461019126,2,80.0,6.81,89.0,0.3,3736.58713,13.336275651284486,1.7,1.6,0.666,13.0
El Salvador,2010,Developing,72.0,191,2,1.2119409739751128,6.15356302924265,89.0,0.0,25.36094461019126,2,89.0,6.91,89.0,0.3,3474.392445,15.634338189911606,1.7,1.6,0.662,12.9
El Salvador,2009,Developing,71.4,23,2,1.2669476034873244,6.034126064428251,91.0,0.0,25.27585461593685,2,91.0,6.83,91.0,0.3,3366.482133,15.629891716412596,1.7,1.6,0.662,12.8
El Salvador,2008,Developing,71.7,194,2,1.3029127521808397,4.006596527967122,98.0,0.0,25.31839961306406,3,98.0,6.21,98.0,0.3,357.347674,11.020790739647728,1.8,1.7,0.659,13.4
El Salvador,2007,Developing,71.2,23,2,1.3428648031925547,3.975968641156392,99.0,0.0,25.24749128451872,3,99.0,6.32,99.0,0.3,334.83817,13.434946821142674,1.8,1.7,0.657,12.9
El Salvador,2006,Developing,75.0,211,3,1.3270750014599193,4.073216704125358,96.0,0.0,25.78639458146332,3,96.0,6.68,96.0,0.2,362.951768,13.3946459843992,1.8,1.7,0.651,12.9
El Salvador,2005,Developing,71.0,213,3,1.3270750014599193,6.09041061858544,89.0,0.0,25.21912795310057,3,89.0,7.19,89.0,0.2,2835.281237,13.351826120503086,1.9,1.8,0.644,12.7
El Salvador,2004,Developing,70.0,215,3,1.3609765531356006,5.990478641762986,80.0,0.0,25.07731129600989,3,80.0,7.3,80.0,0.3,2632.79942,8.821142236331891,1.9,1.8,0.636,12.4
El Salvador,2003,Developing,69.9,29,3,1.410986973710262,5.994296276724529,94.0,0.0,25.06312963030082,4,93.0,7.61,94.0,0.3,2519.737387,15.602514738708468,2.0,1.9,0.628,12.0
El Salvador,2002,Developing,73.0,24,3,1.3787660946990992,3.4237835088765487,81.0,0.0,25.502761267281947,4,81.0,7.9,81.0,0.4,248.4125,10.992621732170129,2.0,1.9,0.621,11.8
El Salvador,2001,Developing,68.9,219,4,1.355835153635182,5.808459732746729,80.0,1.0986122886681098,24.92131297321013,4,94.0,8.2,92.0,0.4,2338.772244,13.297933863583498,2.1,2.0,0.615,11.6
El Salvador,2000,Developing,69.0,218,4,1.332366019094335,5.871185052639798,99.0,0.0,24.9354946389192,5,98.0,8.17,99.0,0.4,2238.4116,15.58496085112582,2.1,2.0,0.607,11.3
Equatorial Guinea,2014,Developing,57.9,32,3,0.009950330853168,2.667559691218185,2.0,2.6390573296152584,24.0,4,24.0,3.8,2.0,4.4,192.59733,13.93721921162313,8.5,8.4,0.582,9.2
Eritrea,2011,Developing,62.9,286,6,0.4824261492442927,3.090129270624761,96.0,3.8918202981106265,16.5,8,96.0,3.6,96.0,0.7,289.82656563333336,13.01136477534368,8.8,8.7,0.405,5.0
Eritrea,2010,Developing,62.1,298,6,0.4762341789963716,2.910032645300226,77.125,3.951243718581428,16.0,9,86.375,3.24,84.875,0.9,289.82656563333336,10.691603945686776,8.9,8.8,0.404,5.1
Eritrea,2009,Developing,61.4,311,6,0.4885800148186709,0.9459117442194458,92.0,4.418840607796598,15.5,9,92.0,3.3,92.0,1.0,289.82656563333336,12.974640329355044,9.0,8.9,0.402,5.2
Eritrea,2008,Developing,67.0,322,6,0.3987761199573678,2.546763696954274,94.0,0.0,15.1,9,94.0,3.69,94.0,1.1,326.825642,15.258335761042067,9.1,9.1,0.406,5.2
Eritrea,2007,Developing,62.0,329,6,0.8020015854720274,2.519618785879129,91.0,4.02535169073515,23.9427780392844,9,91.0,3.29,91.0,1.3,317.3294336,15.239421702398646,9.2,9.2,0.405,5.3
Eritrea,2006,Developing,59.7,336,7,0.6780335427498971,2.451237634004787,94.0,4.859812404361672,23.616599727975824,9,94.0,3.3,94.0,1.4,297.828588,13.05333264805792,9.3,9.3,0.405,5.3
Eritrea,2005,Developing,59.4,34,7,0.7275486072772778,1.802483257981237,96.0,2.995732273553991,23.57405473084862,9,96.0,2.97,96.0,1.6,276.75896,10.589056087572525,9.4,9.5,0.0,5.4
Eritrea,2004,Developing,59.1,342,7,0.494696241836107,2.42134306746532,84.0,3.218875824868201,23.53150973372141,10,98.0,3.14,98.0,1.8,287.4222243,15.165821201204158,9.6,9.6,0.0,5.0
Eritrea,2003,Developing,58.8,343,7,0.4446858212614457,2.068633091889155,91.0,5.932245187448011,23.488964736594205,10,95.0,3.5,93.0,1.9,232.7945459,15.134132425514506,9.7,9.7,0.0,4.7
Eritrea,2002,Developing,58.5,343,7,0.6043159668533294,0.5324690140532485,86.0,6.133398042996649,23.446419739467004,10,92.0,4.05875,84.875,1.9,289.82656563333336,15.10050282355384,9.9,9.9,0.0,4.4
Estonia,2014,Developing,77.3,122,0,0.009950330853168,7.901404398965581,93.0,0.0,26.112572892771897,0,93.0,6.38,93.0,0.1,19941.45532,14.089001916834196,1.9,1.9,0.86,16.5
Estonia,2013,Developing,76.9,127,0,0.009950330853168,5.569456407504357,93.0,1.0986122886681098,26.055846229935625,0,94.0,6.48,94.0,0.1,1929.7746,14.091624476592756,1.9,1.9,0.856,16.5
Estonia,2012,Developing,76.3,135,0,0.009950330853168,7.724934285003593,94.0,1.6094379124341005,25.97075623568121,0,94.0,6.36,94.0,0.1,17421.8922,14.095183391923564,1.9,1.9,0.85,16.5
Estonia,2011,Developing,76.1,138,0,0.009950330853168,7.672267195067624,94.0,2.079441541679836,25.942392904263077,0,93.0,5.83,93.0,0.1,17454.84342,14.09876283333667,1.9,2.0,0.838,16.4
Estonia,2010,Developing,75.6,137,0,2.770711962226921,7.49721698078189,94.0,0.0,25.87148457571773,0,94.0,6.25,94.0,0.1,14638.6482,14.101798659289598,1.9,2.0,0.833,16.2
Estonia,2009,Developing,74.9,156,0,2.7750856024383683,7.4489677374159875,95.0,0.0,25.772212915754253,0,95.0,6.93,95.0,0.1,14726.31828,14.104079237264022,2.0,2.0,0.836,16.1
Estonia,2008,Developing,74.2,167,0,2.8898160479624417,5.420855132979774,94.0,0.0,25.67294125579077,0,95.0,6.6,95.0,0.1,1894.5485,9.50151633368222,2.0,2.1,0.835,16.1
Estonia,2007,Developing,73.0,189,0,2.9375733593804587,7.552302739487019,95.0,0.6931471805599453,25.502761267281947,0,95.0,5.16,95.0,0.1,16586.452,9.508146027598816,2.0,2.1,0.829,16.1
Estonia,2006,Developing,73.0,188,0,2.866761892257031,5.502690164808676,95.0,3.332204510175204,25.502761267281947,0,95.0,5.1,95.0,0.1,12595.4165,11.8106717231796,2.1,2.2,0.822,16.1
Estonia,2005,Developing,72.8,189,0,2.804571768092832,5.040223392348797,95.0,1.0986122886681098,25.474397935863813,0,96.0,5.2,96.0,0.1,1338.31322,14.119146684976991,2.1,2.2,0.812,15.9
Estonia,2004,Developing,72.3,195,0,2.776954179749421,4.626149729270404,91.25,0.0,25.40348960731847,0,95.0,5.13,94.0,0.1,885.465115,11.82229074825315,2.2,2.3,0.805,15.7
Ethiopia,2014,Developing,64.2,234,140,0.009950330853168,4.510398504117725,77.0,9.452501929126154,17.2,202,75.0,4.88,77.0,0.6,352.21325636666666,18.3939955913219,1.5,1.3,0.435,8.4
Ethiopia,2013,Developing,63.7,237,145,1.0508216248317612,2.2314415575220603,72.0,8.566744970245486,16.8,211,7.0,5.19,72.0,0.9,352.21325636666666,18.36820490853344,1.6,1.4,0.427,8.4
Ethiopia,2012,Developing,63.3,241,150,1.043804052173115,4.475352019256497,69.0,8.3774712482411,16.4,221,7.0,5.77,69.0,1.2,468.567249,18.342115604137604,1.7,1.5,0.422,8.4
Ethiopia,2011,Developing,62.6,249,156,0.8415671856782186,4.230849811527373,65.0,8.08825472712243,16.0,231,7.0,6.55,65.0,1.4,354.8463544,13.76079773945205,1.9,1.6,0.411,8.2
Ethiopia,2010,Developing,61.8,261,162,0.8501509293696101,4.230240259570023,62.0,8.351374706721296,15.6,243,69.0,6.86,61.0,1.7,341.39992,13.684567811901244,11.0,1.7,0.401,8.1
Ethiopia,2009,Developing,68.0,274,169,0.7747271675523681,4.003207230813199,56.0,7.0707241072602764,15.3,256,65.0,4.41,58.0,2.0,379.7566385,18.2630469685176,11.1,1.8,0.393,8.1
Ethiopia,2008,Developing,59.8,289,177,0.7561219797213337,3.6777637196116606,52.0,8.163940954755008,23.63078139368489,270,63.0,4.28,54.0,2.4,325.3825543,18.23657631478556,11.2,1.9,0.378,7.6
Ethiopia,2007,Developing,58.5,39,186,0.7227059828014898,3.44886050174959,47.0,7.277247726631484,23.446419739467004,286,61.0,4.69,37.875,2.8,243.326822,9.005773206234908,11.3,11.0,0.362,7.1
Fiji,2014,Developing,69.7,19,0,0.009950330853168,3.9423481935326574,99.0,0.0,25.034766298882687,0,99.0,4.49,99.0,0.1,546.3728,11.39174039896543,4.0,3.7,0.727,15.2
Fiji,2013,Developing,69.6,192,0,0.009950330853168,6.1348043866035376,99.0,0.0,25.020584633173616,0,99.0,4.26,99.0,0.1,4763.68956,13.68735440709401,4.0,3.7,0.719,15.0
Fiji,2012,Developing,69.4,195,0,0.009950330853168,6.069548770664439,99.0,0.0,24.99222130175548,0,99.0,4.16,99.0,0.1,4546.73854,13.680374449900947,4.0,3.7,0.714,14.9
Fiji,2011,Developing,69.2,197,0,0.009950330853168,5.9984230417803,99.0,0.0,24.963857970337344,0,99.0,4.6,99.0,0.1,4353.121392,11.371212119846604,4.0,3.7,0.709,14.7
Fiji,2010,Developing,69.1,2,0,1.1786549963416462,4.144458220504152,99.0,0.0,24.949676304628277,0,99.0,4.23,99.0,0.1,3651.966784,11.36205606252604,4.0,3.7,0.706,14.6
Fiji,2009,Developing,68.9,23,0,1.1969481893889715,4.121484331900709,99.0,0.6931471805599453,24.92131297321013,0,99.0,4.26,99.0,0.1,3369.48247,13.65530424642066,4.0,3.7,0.704,14.5
Fiji,2008,Developing,68.7,26,0,1.0818051703517284,4.40728690453101,99.0,0.0,24.892949641792,0,99.0,3.68,99.0,0.1,4177.657789,11.342552241692117,4.0,3.7,0.7,14.3
Fiji,2007,Developing,68.6,29,0,1.128171090909654,1.9300023193811484,99.0,0.0,24.87876797608293,0,99.0,3.74,99.0,0.1,478.82327,13.63496302665617,4.1,3.8,0.698,14.2
Fiji,2006,Developing,68.5,211,0,1.118414915964289,3.9726318793558777,99.0,4.919980925828125,24.86458631037386,0,98.0,3.84,98.0,0.1,3749.939813,13.62605803616751,4.1,3.8,0.695,14.0
Fiji,2005,Developing,68.3,214,0,1.1052568313867783,4.180400453338788,99.0,0.0,24.836222978955725,0,97.0,3.61,96.0,0.1,3658.63832,13.619274238331029,4.1,3.8,0.699,13.9
Fiji,2004,Developing,68.1,218,0,0.9669838461896731,3.8065408077006895,99.0,3.6375861597263857,24.807859647537587,0,96.0,3.61,95.0,0.1,3332.918533,13.61505150677056,4.2,3.9,0.691,13.4
Fiji,2003,Developing,68.0,22,0,1.0152306797290584,5.540556120482781,99.0,5.723585101952381,24.79367798182852,0,95.0,3.35,94.0,0.1,2835.973972,13.612940170340147,4.2,3.9,0.689,13.3
Fiji,2002,Developing,67.9,22,0,1.0473189942805592,5.3330650424929305,99.0,5.720311776607412,24.77949631611945,0,94.0,3.48,93.0,0.1,2259.55796,13.6117921117133,4.2,3.9,0.687,13.3
Fiji,2001,Developing,67.8,221,0,1.075002423028976,3.077861091477982,98.0,2.8903717578961645,24.76531465041038,0,92.0,3.28,91.0,0.1,238.891729,13.609984650568473,4.3,4.0,0.683,13.2
Fiji,2000,Developing,67.7,221,0,1.1151415906193205,3.4737768054188765,98.0,0.0,24.751132984701314,0,91.0,3.87,87.75,0.1,276.1338,13.60629949718022,4.3,4.0,0.681,13.1
France,2014,Developing,82.2,79,3,2.525728644308256,8.815915733867884,83.0,5.5909869805108565,26.807474512516254,3,98.0,11.54,98.0,0.1,42955.24287,18.01018236013737,0.6,0.6,0.89,16.2
France,2013,Developing,82.0,81,3,2.4932054526026954,8.802064407359653,74.0,5.60947179518496,26.779111181098123,3,99.0,11.56,99.0,0.1,42554.1225,15.702558691613683,0.6,0.6,0.887,16.2
France,2012,Developing,81.5,83,3,2.525728644308256,6.623240658586851,78.0,0.0,26.70820285255278,3,99.0,11.44,99.0,0.1,4838.2444,15.697412331044518,0.6,0.6,0.885,16.1
France,2011,Developing,81.7,83,3,2.5494451709255714,6.529300666024687,74.0,9.612466578818832,26.736566183970915,3,99.0,11.33,99.0,0.1,4381.288,17.995157463999295,0.6,0.6,0.882,16.1
France,2010,Developing,81.3,86,3,2.5416019934645457,4.3013603725264895,65.0,8.526945482858915,26.67983952113464,3,99.0,11.2,99.0,0.1,473.34279,15.691536571127548,0.6,0.6,0.879,16.0
France,2009,Developing,81.1,88,3,2.5494451709255714,8.766605844691108,51.0,7.340835554123275,26.651476189716504,3,98.0,11.28,98.0,0.1,41631.13141,13.381252379367162,0.6,0.6,0.879,16.0
France,2008,Developing,89.0,88,3,2.5572273113676265,8.854206128261305,47.0,6.405228458030842,27.771827780732924,3,98.0,1.57,98.0,0.1,45413.6571,15.677650823954128,0.6,0.6,0.877,16.1
France,2007,Developing,89.0,89,3,2.580216829592325,4.1856641985703416,42.0,3.688879454113936,27.771827780732924,3,99.0,1.45,98.0,0.1,416.58397,15.674341275766269,0.6,0.6,0.873,16.1
France,2006,Developing,86.0,92,3,2.5952547069568657,8.64663984074937,39.0,3.713572066704308,27.34637780946087,4,99.0,1.53,99.0,0.1,36544.5853,17.968460088188106,0.6,0.6,0.87,16.1
France,2005,Developing,81.0,93,3,2.580216829592325,8.603866402484217,35.0,3.610917912644224,26.63729452400744,4,98.0,1.6,98.0,0.1,34879.72633,17.961488176015138,0.6,0.6,0.86,15.5
France,2004,Developing,82.0,94,3,2.651832521103981,8.573995890463847,35.0,8.400434630806041,26.779111181098123,4,99.0,1.53,98.0,0.1,33874.74255,15.652067787869928,0.6,0.6,0.857,15.5
France,2003,Developing,79.3,99,3,2.673458756332591,8.428021365172238,28.0,0.0,26.39620620695327,4,96.5,1.43,97.0,0.1,29691.18158,17.946586921258362,0.6,0.6,0.852,15.4
France,2002,Developing,79.2,11,3,2.6932749155200555,8.237652626235302,29.0,8.55371796609861,26.382024541244203,4,97.0,1.22,97.0,0.1,24275.2426,15.63768089350862,0.7,0.6,0.851,15.5
France,2001,Developing,79.0,13,3,2.700689846695917,8.14676266577188,28.0,0.0,26.353661209826065,4,98.0,9.89,97.0,0.1,22527.31775,17.932226862778514,0.7,0.6,0.849,15.6
France,2000,Developing,78.8,13,3,2.683074215032033,8.134844165339144,26.0,9.210440366976515,26.325297878407927,4,98.0,9.77,97.0,0.1,22465.64184,15.748841780147256,0.7,0.6,0.844,15.7
Gabon,2014,Developing,65.5,237,2,0.009950330853168,6.574073516823081,20.875,3.5263605246161616,35.8,3,68.0,3.44,7.0,2.8,9692.163874,14.444499944900729,6.1,6.0,0.687,12.6
Gabon,2013,Developing,64.6,255,2,2.288486168614544,5.049060100214931,79.0,4.812184355372417,35.2,3,77.0,3.98,79.0,3.7,9679.742995,14.412847033478032,6.2,6.1,0.678,12.5
Gabon,2012,Developing,63.5,276,2,2.2300144001592104,6.692570631897196,82.0,1.0986122886681098,34.6,3,10.25,3.13,82.0,4.9,9774.18117,14.3790147761465,6.3,6.2,0.669,12.5
Gabon,2011,Developing,62.8,289,2,2.2925347571405443,4.901730484100526,75.0,1.0986122886681098,34.1,3,75.0,3.12,75.0,6.0,1716.2258,12.041858161745251,6.4,6.3,0.664,12.5
Gabon,2010,Developing,62.3,294,2,2.2874714551839976,4.985784262624943,67.0,0.6931471805599453,33.5,3,68.0,3.41,67.0,7.0,8754.113376,9.706377178268736,6.5,6.4,0.66,12.5
Gabon,2009,Developing,61.7,31,2,2.265921108622454,3.976140114534138,79.0,0.0,33.0,3,74.0,3.43,76.0,8.0,763.66223,14.277201608258755,6.7,6.5,0.652,12.4
Gabon,2008,Developing,61.6,298,2,2.277267285009756,2.48941519932043,82.0,1.3862943611198906,32.4,3,81.0,2.54,82.0,8.9,194.2746,14.24496038588941,6.8,6.6,0.651,12.4
Gabon,2007,Developing,61.6,291,2,2.3045830956567186,6.303422603848225,75.0,0.0,31.9,3,78.0,2.86,81.0,10.0,8352.81711,14.213745591963718,6.9,6.8,0.645,12.4
Gabon,2006,Developing,61.4,288,2,2.1983350716202463,3.726589366004589,52.0,4.51085950651685,31.4,3,44.0,2.88,45.0,10.7,727.777345,14.183512607339228,7.1,6.9,0.646,12.4
Gabon,2005,Developing,65.0,37,2,2.1656192379208883,5.869985384839794,28.0,0.0,24.36822801055646,3,44.0,2.76,45.0,10.9,6741.293948,11.871487626992137,7.2,7.1,0.64,12.4
Georgia,2014,Developing,74.5,125,1,1.9643112344262048,5.404850132352103,91.0,8.067462667010057,25.715486252917977,1,91.0,7.42,91.0,0.1,4429.6575,8.223627175805483,2.7,2.8,0.759,13.5
Georgia,2013,Developing,74.5,128,1,1.9329696377795784,5.200587129465919,96.0,8.971194463184467,25.715486252917977,1,94.0,7.25,93.0,0.1,4274.376857,8.236685322712457,2.7,2.8,0.755,13.5
Georgia,2012,Developing,74.2,13,1,2.1644717908644115,5.070523032716237,92.0,3.4657359027997265,25.67294125579077,1,93.0,8.57,92.0,0.1,4142.869175,8.249575150000199,2.6,2.8,0.749,13.4
Georgia,2011,Developing,73.9,127,1,2.2126603854660587,5.29806113372321,89.0,4.174387269895637,25.630396258663566,1,88.0,9.38,94.0,0.1,3725.63221,8.262558973010657,2.6,2.8,0.742,13.3
Georgia,2010,Developing,73.8,132,1,2.10900034392138,5.273887706607587,95.0,3.1354942159291497,25.6162145929545,1,88.0,5.459999999999999,92.0,0.1,2964.47734,8.27563105457801,2.6,2.8,0.738,13.3
Georgia,2009,Developing,73.2,133,1,2.0360119837525,2.9720249782540664,54.0,3.1780538303479458,25.53112459870009,1,93.0,5.459999999999999,88.0,0.1,276.588512,8.288785810426928,2.6,2.8,0.734,12.8
Georgia,2008,Developing,73.9,128,1,2.100468908871912,5.028884866353336,89.0,4.04305126783455,25.630396258663566,1,68.75,8.99,92.0,0.1,3174.9491,3.784189633918261,2.6,2.8,0.735,13.1
Georgia,2007,Developing,74.4,12,1,2.2669579153508947,4.674366772723682,94.0,3.80666248977032,25.70130458720891,1,88.0,8.17,98.0,0.1,2492.12878,6.180016653652572,2.7,2.9,0.722,12.5
Georgia,2006,Developing,73.9,126,1,1.9712993830601329,4.71055515874684,84.0,5.814130531825066,25.630396258663566,1,89.0,8.39,88.0,0.1,1872.68416,8.327726166461412,2.7,2.9,0.714,12.6
Georgia,2005,Developing,73.9,128,1,1.7404661748405046,2.3461114672207826,79.0,7.213031659834869,25.630396258663566,1,82.0,8.6,82.0,0.1,153.57521,6.040254711277414,2.8,2.9,0.703,12.2
Georgia,2004,Developing,72.3,134,1,1.556037135706985,2.095876343428338,64.0,8.831711917821577,25.40348960731847,1,68.75,8.53,78.0,0.1,127.367228,8.353732642263202,2.8,3.0,0.694,12.0
Georgia,2003,Developing,72.7,132,1,1.4724720573609429,4.270282628379586,48.0,5.37989735354046,25.460216270154746,2,74.0,8.49,75.0,0.1,928.18227,6.068425588244111,2.9,3.0,0.684,11.8
Georgia,2002,Developing,71.7,142,2,1.3137236682850553,4.119982791153616,51.0,5.298317366548036,25.31839961306406,2,89.0,8.72,84.0,0.1,779.3845935,8.379768515504566,2.9,3.0,0.677,11.8
Georgia,2001,Developing,73.0,121,2,1.324418957401803,4.062220537567423,61.0,3.58351893845611,25.502761267281947,2,83.0,7.82,87.0,0.1,733.974142,10.688872014562484,3.0,3.1,0.673,11.7
Georgia,2000,Developing,71.8,129,2,1.4539530095937052,3.888079469724617,55.0,3.9318256327243257,25.332581278773127,2,81.0,6.94,69.5,0.1,691.997711,10.696118011581024,3.1,3.1,0.0,11.4
Germany,2014,Developed,89.0,69,2,2.4874035299865875,6.848807809041157,88.0,6.095824562432225,27.771827780732924,3,94.0,11.3,95.0,0.1,4792.65288,11.405629744677892,1.1,1.1,0.92,17.0
Germany,2013,Developed,86.0,71,2,2.479894107964456,6.7989197884756765,88.0,7.479864131165026,27.34637780946087,3,94.0,11.16,95.0,0.1,4653.91143,13.669982925899298,1.1,1.1,0.919,16.9
Germany,2012,Developed,86.0,71,2,2.4997952622817508,6.734488586884643,88.0,5.117993812416755,27.34637780946087,3,94.0,1.99,95.0,0.1,4465.24891,15.946811833574488,1.1,1.1,0.916,16.9
Germany,2011,Developed,85.0,74,2,2.501435951739211,6.769401689662082,88.0,7.382746449738912,27.204561152370182,3,94.0,1.93,95.0,0.1,4681.32796,15.928747545690788,1.1,1.1,0.912,16.8
Germany,2010,Developed,81.0,76,2,2.501435951739211,8.933938251518027,88.0,6.660575149839686,26.63729452400744,3,94.0,11.25,95.0,0.1,41785.55691,15.916920761745192,1.1,1.1,0.907,16.7
Germany,2009,Developed,80.0,79,2,2.503073953743449,8.941450042846888,88.0,6.354370040797351,26.49547786691675,3,95.0,11.4,96.0,0.1,41732.7725,13.6161299189103,1.1,1.1,0.906,16.7
Germany,2008,Developed,79.9,8,2,2.514465452029545,9.022354562146583,87.0,6.822197390620491,26.481296201207684,3,95.0,1.39,96.0,0.1,45699.19832,13.618519528663647,1.1,1.1,0.903,16.6
Germany,2007,Developed,79.8,82,3,2.525728644308256,8.959126041213924,86.0,6.342121418721152,26.467114535498613,3,95.0,1.18,96.0,0.1,41814.8191,18.22547299162897,1.1,1.1,0.898,16.6
Germany,2006,Developed,79.6,84,3,2.546315277916644,8.76538612351538,87.0,7.744136627627991,26.438751204080475,3,94.0,1.34,96.0,0.1,36447.87232,18.226810177338727,1.1,1.1,0.892,16.5
Germany,2005,Developed,79.2,85,3,2.539236994333048,8.701833032245307,83.0,6.658011045870748,26.382024541244203,3,95.0,1.52,96.0,0.1,34696.6292,18.22793815230149,1.1,1.1,0.884,16.4
Germany,2004,Developed,79.1,86,3,2.551786178627545,8.673063779638463,88.0,4.804021044733257,26.36784287553513,3,96.0,1.37,96.0,0.1,34165.9343,15.925920950988322,1.1,1.1,0.877,16.4
Germany,2003,Developed,78.5,9,3,2.558776498354456,6.369242723072119,83.0,6.659293919683638,26.28275288128072,4,96.0,1.62,97.0,0.1,3359.95215,18.22872303218683,1.1,1.1,0.872,16.3
Germany,2002,Developed,78.4,91,3,2.583997552432231,6.082460813307353,87.0,8.446341450444287,26.26857121557165,4,97.0,1.4,93.5,0.1,2525.16445,18.228169399157668,1.2,1.1,0.867,16.3
Germany,2001,Developed,78.3,92,3,2.599722324216582,8.30860257631206,86.0,8.703672758358856,26.254389549862584,4,96.0,1.15,93.5,0.1,23687.31689,18.226488115984,1.2,1.1,0.86,16.2
Germany,2000,Developed,78.0,95,3,2.632608005935352,8.352210060030052,84.0,0.0,26.21184455273538,4,94.0,1.1,93.5,0.1,23718.7467,15.92222175466005,1.2,1.2,0.855,16.2
