Country,Year,Life expectancy,Adult Mortality,Polio,Diphtheria,Hepatitis B,Total expenditure,percentage expenditure,Measles,Population,Alcohol
Botswana,2010,61.1,349.0,96.0,95.0,95.0,5.64,547.0386679,6.74993119378857,12.277774511043836,1.944480556245719
Botswana,2009,59.2,393.0,96.0,96.0,94.0,6.39,426.7855662,5.220355825078324,14.49854831001569,1.7934247485471162
Botswana,2008,57.5,427.0,96.0,96.0,94.0,5.55,476.8625872,0.0,14.481467409234911,2.0228711901914416
Botswana,2007,56.9,436.0,96.0,96.0,93.0,4.71,512.5887995,0.6931471805599453,14.464922650898718,1.9754689512968577
Botswana,2006,54.8,491.0,96.0,96.0,93.0,4.93,76.31867911,1.9459101490553132,14.44903458382215,2.0082140323914683
Botswana,2005,51.7,566.0,96.0,96.0,92.0,5.62,629.8425643,1.791759469228055,14.433854986605386,1.9974177062012453
Botswana,2004,48.1,652.0,96.0,96.0,91.0,5.56,469.5823898,0.6931471805599453,12.11688071103393,1.7749523509116738
Botswana,2003,46.4,693.0,96.0,96.0,81.25,4.65,299.3671252,4.0943445622221,12.124537157547655,1.873339456220478
Botswana,2002,46.0,698.16,97.0,97.0,88.0,6.47,6.3300072,2.0794415416798357,14.39209807923771,2.0028304393079956
Botswana,2001,46.7,679.0,97.0,97.0,87.0,5.73,306.9527349,0.6931471805599453,14.37794294698069,1.8687205103641833
Botswana,2000,47.8,647.0,97.0,97.0,86.0,4.64,250.8916484,7.890956716138919,12.060092661138658,1.851599469584072
Brazil,2014,74.8,144.0,97.75,96.5,96.0,8.32,83.16465362,6.776506992372183,17.002405771176463,2.1186622548331173
Brazil,2013,74.7,146.0,97.75,97.0,96.0,8.48,916.270845,5.3981627015177525,14.625833033988382,2.1090003439213802
Brazil,2012,74.5,148.0,97.75,96.5,96.0,8.26,843.1946259,1.0986122886681098,12.456769105129982,2.145931282948669
Brazil,2011,74.1,152.0,98.0,99.0,98.0,8.9,1084.999766,3.784189633918261,19.10723971484024,2.149433913499871
Brazil,2010,73.8,154.0,99.0,99.0,96.0,8.27,1111.191325,4.23410650459726,19.09767958915078,2.1424163408412245
Brazil,2009,73.6,157.0,99.0,99.0,99.0,8.65,564.5233902,0.0,19.087976625529052,2.1198634561787513
Brazil,2008,73.4,158.0,99.0,99.0,96.0,8.24,526.3780636,0.0,16.775508394236994,2.105352923464337
Brazil,2007,73.3,159.0,99.0,99.0,99.0,8.28,394.9321299,0.0,16.766592581068195,2.1029138978649784
Brazil,2006,73.0,161.0,99.0,99.0,99.0,8.36,30.30374691,4.060443010546419,16.75532903693598,2.0918640616783932
Brazil,2005,72.7,163.0,99.0,99.0,98.0,8.27,23.76370075,1.9459101490553132,19.046177162707394,2.075684492802124
Brazil,2004,72.0,34.78,99.0,99.0,96.0,7.7,186.6090485,0.0,19.034451647641095,2.060513531794317
Brazil,2003,71.8,172.0,99.0,99.0,97.0,6.94,15.85781237,1.0986122886681098,19.022162917984108,2.0731719286662407
Brazil,2002,71.4,176.0,99.0,99.0,93.0,7.13,140.9824766,0.6931471805599453,14.411663241052938,2.0794415416798357
Brazil,2001,71.0,179.0,99.0,98.0,93.0,7.19,149.4802091,0.6931471805599453,14.390756695905289,2.0955609235597192
Brazil,2000,75.0,182.44,99.0,98.0,94.0,7.3,179.4777293,3.6109179126442243,18.981938543049292,2.1114245875328868
Bulgaria,2014,74.3,138.0,91.75,92.5,95.0,8.44,153.1400362,0.0,15.792910929968002,2.567254391136754
Bulgaria,2013,74.1,14.28,95.0,95.0,95.0,7.93,149.659879,2.70805020110221,15.79859482182395,2.569554123848285
Bulgaria,2012,73.9,139.0,95.0,95.0,95.0,7.11,851.450672,0.6931471805599453,13.508834571119863,2.4840729690394228
Bulgaria,2011,73.7,144.0,95.0,95.0,96.0,6.88,875.1495189,5.062595033026967,15.80998349840301,2.4570214462984645
Bulgaria,2010,73.4,147.0,94.0,94.0,95.0,7.24,766.4454884,9.999024979245192,15.816395786738335,2.468099531471619
Bulgaria,2009,73.2,152.0,94.0,94.0,96.0,6.78,661.5144334,7.718685495198466,15.822978540317527,2.4790562361098245
Bulgaria,2008,72.9,155.0,96.0,95.0,96.0,6.61,107.9826127,0.6931471805599453,15.829421353080326,2.4832385926873033
Bulgaria,2007,72.6,157.0,95.0,95.0,95.0,6.41,591.5100978,0.6931471805599453,15.83644057959224,2.4756977107026903
Bulgaria,2006,72.2,161.0,96.0,95.0,96.0,6.67,508.6304588,0.6931471805599453,11.240105732089072,2.432735777459091
Bulgaria,2005,72.1,16.0,97.0,96.0,96.0,7.8,456.3404657,1.3862943611198906,15.851388459621122,2.4406063908914204
Bulgaria,2004,72.2,157.0,94.0,95.0,94.0,7.9,384.1473028,0.0,13.556334306379219,2.481567748522486
Bulgaria,2003,72.0,155.0,96.0,96.0,96.0,7.43,32.38616103,0.0,15.866466201634923,2.5006159434931803
Bulgaria,2002,71.8,157.0,94.0,93.0,92.25,7.41,33.26778134,0.0,15.87438733699655,2.4159137783010487
Bulgaria,2001,71.6,16.0,94.0,94.0,93.0,7.23,25.06262895,2.1972245773362196,11.39799710085907,2.4612967841488667
Bulgaria,2000,71.1,162.72,94.0,93.0,94.0,6.7,15.2357274,3.8501476017100584,13.613606101732206,2.3693087250369538
Burkina Faso,2014,59.3,268.0,91.0,91.0,91.0,4.96,51.36266136499998,5.840641657373398,16.682612437925194,0.009950330853168083
Burkina Faso,2013,59.0,27.4,89.0,88.0,88.0,5.91,88.97040214,5.929589143389895,14.388027904580055,1.7298840655099674
Burkina Faso,2012,58.6,271.0,9.0,83.5,83.5,5.33,78.76987363,8.904222737368716,16.623177832692445,1.749199854809259
Burkina Faso,2011,58.1,275.0,9.0,91.0,91.0,5.17,85.55592906,6.7580945044277305,12.03287929956309,1.706564623164823
Burkina Faso,2010,57.5,279.0,9.0,91.0,91.0,7.17,90.46018236,7.828834527588089,14.263535669380047,1.713797927758343
Burkina Faso,2009,56.9,283.0,91.0,92.0,92.0,7.41,81.14304705,10.898940604656513,14.230397804651343,1.713797927758343
Burkina Faso,2008,56.1,288.0,92.0,93.0,93.0,6.77,107.7988339,5.981414211254481,16.502658963906576,1.7047480922384253
Burkina Faso,2007,55.3,292.6,93.0,89.0,89.0,6.63,73.92730583,2.5649493574615367,14.169838149024653,1.7191887763932197
Burkina Faso,2006,54.3,32.0,94.0,86.0,83.5,6.58,64.24025208,4.836281906951478,16.442291265865876,1.7457155307266483
Burundi,2014,59.1,297.0,95.0,95.0,95.0,7.54,41.25159038,0.0,13.804631596066734,0.009950330853168083
Burundi,2013,58.6,33.0,96.0,96.0,96.0,8.3,40.15128458,0.0,11.474049492387088,0.009950330853168083
Burundi,2012,58.0,312.0,96.0,96.0,96.0,8.21,38.73170505,3.912023005428146,13.745058050297976,0.009950330853168083
Burundi,2011,57.4,321.0,95.0,96.0,96.0,8.58,3.595980333,4.867534450455582,11.454861935754561,1.6409365794934714
Burundi,2010,56.8,33.0,94.0,96.0,96.0,8.82,31.14187566,6.206575926724928,13.683913293707016,1.6409365794934714
Burundi,2009,56.2,338.0,96.0,94.0,94.0,6.96,2.030494673,5.723585101952381,13.651734367857266,1.6193882432872684
Burundi,2008,55.3,35.0,89.0,92.0,92.0,7.86,15.99415192,5.159055299214529,15.921139326449302,1.673351238177753
Burundi,2007,54.8,355.0,93.0,99.0,99.0,5.250000000000002,1.72659515,3.784189633918261,15.88737017939103,1.7119945007591924
Burundi,2006,54.1,361.0,88.0,92.0,92.0,10.769999999999998,21.24915339,6.665683717782408,15.853523019843204,1.7047480922384253
Burundi,2005,53.4,369.0,82.0,87.0,87.0,9.84,1.747440948,0.0,15.820132913098918,1.8779371654691073
Burundi,2004,52.6,377.1,78.0,86.0,86.0,7.1,11.22655347,1.0986122886681098,15.787151386903401,1.9050881545350582
Cabo Verde,2014,73.0,117.0,95.0,95.0,97.0,4.76,414.0242418,0.0,13.173888844837633,0.009950330853168083
Cabo Verde,2013,72.8,12.24,93.0,93.0,94.0,4.29,325.6298627,0.0,8.559677803022392,0.009950330853168083
Cabo Verde,2012,72.7,121.0,94.0,94.0,94.0,4.61,33.55888998,0.0,13.149939633174432,0.009950330853168083
Cabo Verde,2011,72.6,122.0,85.5,85.5,82.0,4.6,4.409153436,0.0,8.677269139262872,1.803358605071407
Cabo Verde,2010,72.5,123.0,99.0,99.0,98.0,4.83,286.8907303,0.0,10.866375569787065,1.749199854809259
Cabo Verde,2009,72.4,124.0,99.0,99.0,98.0,4.24,339.9777364,0.0,13.116272867847607,1.6956156086751528
Cabo Verde,2008,72.4,124.0,99.0,99.0,98.0,3.96,360.6208825,0.0,13.105672862459002,1.6409365794934714
Cabo Verde,2007,72.3,126.0,98.0,98.0,96.0,4.3,345.463714,0.0,13.094866787340829,1.8373699804801074
Cabo Verde,2006,72.1,129.0,97.0,96.0,95.0,5.11,26.45133197,0.0,10.795403621268628,1.6582280766035324
Cabo Verde,2005,71.8,134.0,95.0,95.0,93.0,4.86,3.349816965,0.0,13.07016019551045,1.6601310267496185
Cabo Verde,2004,71.4,14.0,94.0,93.0,91.0,5.6,240.139715,0.0,13.055507506618264,1.6467336971777973
Cabo Verde,2003,71.1,144.0,93.0,92.0,82.0,5.0,209.0865,0.0,10.73960890204718,1.6409365794934714
Cabo Verde,2002,77.0,147.51999999999998,92.0,91.0,82.0,5.17,155.2072669,0.0,10.719228401304807,1.572773928062509
Cambodia,2014,68.3,179.0,87.0,88.0,88.0,5.68,12.17952064,0.0,11.93675425709535,0.009950330853168083
Cambodia,2013,67.8,183.0,73.0,83.0,83.0,5.93,8.758214538,0.0,14.235991035720996,0.009950330853168083
Cambodia,2012,67.4,186.0,84.0,86.0,86.0,6.24,6.914723983,2.772588722239781,16.508573475371556,0.009950330853168083
Cambodia,2011,67.0,19.4,87.0,88.0,88.0,5.64,60.18591771,6.583409222158765,16.492268696262983,1.1378330018213911
Cambodia,2010,66.6,192.0,88.0,89.0,89.0,5.95,56.88416481,7.053585727193677,11.876700146024184,1.1631508098056809
Cambodia,2009,66.1,195.0,95.0,94.0,92.0,6.36,48.35423978,8.472195825485501,9.61106090905359,1.1410330045520618
Cambodia,2008,65.6,199.0,91.0,91.0,91.0,5.55,53.10009046,8.345692873253865,11.841221510307264,1.1755733298042381
Cambodia,2007,65.0,24.0,82.0,82.0,82.0,4.949999999999999,57.73516711,5.978885764901122,16.43120377428592,1.1249295969854831
Cambodia,2006,64.1,214.64,73.0,74.0,74.0,4.949999999999999,51.50447119,5.241747015059643,16.416308826176667,1.1085626195212777
Cameroon,2014,56.7,366.0,86.0,87.0,87.0,4.1,61.39263642,6.723832440821209,14.614815686148644,0.009950330853168083
Cameroon,2013,56.4,364.0,88.0,89.0,89.0,4.29,63.07890158,6.634633357861686,16.89077999604178,0.009950330853168083
Cameroon,2012,55.9,369.0,85.0,85.0,85.0,4.34,68.55839112,6.413458957167357,14.595928415226107,0.009950330853168083
Cameroon,2011,55.6,371.0,70.75,82.0,82.0,3.96,83.18071241,6.22455842927536,12.438960565894817,1.9726911717329554
Cameroon,2010,55.3,37.0,83.0,84.0,84.0,5.28,100.8987451,5.484796933490655,14.507404954117433,1.9671123567059163
Cameroon,2009,54.8,373.0,79.0,76.0,76.0,5.7,9.042540892,5.529429087511423,16.782459641411847,1.9300710850255671
Cameroon,2008,54.2,382.0,82.0,84.0,84.0,5.18,68.7073044,6.206575926724928,9.85108838373692,1.9315214116032138
Cameroon,2007,53.6,394.91,81.0,82.0,82.0,4.76,7.562892922,4.61512051684126,16.727610647709692,1.8625285401162623
Cameroon,2006,53.3,394.0,78.0,81.0,81.0,4.69,0.962497052,5.2832037287379885,16.70028685710515,1.827769906751088
Cameroon,2005,52.8,6.97,79.0,76.0,79.0,4.75,73.03276195,6.406879986069314,14.371001278065572,1.7967470107390942
Canada,2014,82.0,65.0,91.0,91.0,55.0,1.45,102.1902168,6.037870919922137,17.386297819262676,2.2082744135228043
Canada,2013,81.8,67.0,91.0,91.0,55.0,1.67,9733.228019,4.430816798843313,17.375290270878782,2.2192034840549946
Canada,2012,81.6,68.0,96.75,95.0,7.0,1.78,9748.636237,2.3978952727983707,15.061262146940772,2.2300144001592104
Canada,2011,81.5,68.0,87.0,87.625,7.0,1.82,971.9280384,6.6895992691789665,15.049317563499182,2.2192034840549946
Canada,2010,81.2,13.379999999999999,88.0,89.0,56.0,11.2,8649.674911,4.605170185988092,12.752096479946129,2.2407096892759584
Canada,2009,81.0,72.0,89.0,91.0,42.0,11.17,864.94993,2.70805020110221,17.33088662072749,2.2407096892759584
Canada,2008,87.0,74.0,89.0,92.0,28.0,1.3,8433.936814,4.143134726391533,17.319438219244173,2.2300144001592104
Canada,2007,85.0,74.0,82.75,94.0,14.0,9.83,7946.743581,4.624972813284271,17.30861624871539,2.2300144001592104
Canada,2006,85.0,75.0,95.0,95.0,14.0,9.75,771.1817686,2.6390573296152584,12.693903913850464,2.2192034840549946
Canada,2005,81.0,76.0,93.0,93.0,14.0,9.57,6333.177967,1.9459101490553132,10.38322490501888,2.1972245773362196
Canada,2004,80.0,77.0,91.0,91.0,14.0,9.56,5513.329924,2.0794415416798357,10.373366173968712,2.174751721484161
Canada,2003,79.7,77.89,88.0,91.0,14.0,9.54,4687.845565,2.772588722239781,10.363346144474624,2.163323025660538
Central African Republic,2014,58.0,437.1,47.0,47.0,47.0,4.2,53.43964323,5.351858133476067,15.323002784234554,0.009950330853168083
Central African Republic,2013,49.9,451.0,42.625,36.375,36.375,3.82,52.37766601,6.391917113392602,15.319511062895558,0.009950330853168083
Central African Republic,2012,53.0,439.0,47.0,47.0,47.0,3.62,23.262714087500004,4.955827057601261,13.015706466233295,0.009950330853168083
Central African Republic,2011,49.8,443.0,47.0,47.0,47.0,3.73,58.52947463,6.522092798170152,15.314274753541483,0.9783261227936076
Central African Republic,2010,49.2,446.0,46.0,45.0,45.0,3.9,43.48359197,1.0986122886681098,15.308083363316621,0.9820784724121582
Central African Republic,2009,48.6,452.9,45.0,42.0,42.0,3.58,40.45156933,2.4849066497880004,10.701535142921443,0.9400072584914712
Chad,2014,52.6,362.0,44.0,37.0,37.0,3.62,11.3020668,7.151485463904735,16.423330689762672,0.009950330853168083
Chad,2013,52.2,366.0,46.0,39.0,39.0,3.42,76.52382535,5.424950017481403,16.390683628556296,0.49469624183610705
Chad,2012,51.8,367.0,51.0,4.0,4.0,3.0,57.8242709,4.795790545596741,14.058563397552845,0.4824261492442927
Chad,2011,51.6,365.0,4.0,33.0,33.0,3.17,67.76269089,9.065430200180375,16.324186792857798,0.44468582126144574
Chad,2010,51.2,364.0,43.0,39.0,39.0,2.95,43.57328908,5.272999558563747,13.988390179650041,0.4054651081081644
Chad,2009,57.0,56.5,32.0,24.0,24.0,3.31,4.982900401,5.111987788356544,13.957693046712818,0.3852624007906449
Chad,2008,49.6,392.38,3.0,19.0,17.0,2.92,49.09198224,4.1588830833596715,16.225501653181382,0.37156355643248307
Chile,2014,83.0,83.0,95.0,95.0,95.0,7.79,2352.999591,0.0,16.68419318690512,2.0992441689760155
Chile,2013,81.0,84.0,87.5,91.0,87.5,7.53,2442.222054,0.0,16.67559394143471,2.1041341542702074
Chile,2012,79.9,84.0,87.5,87.5,87.5,7.24,2260.777642,0.0,14.369250258319923,2.048982334195127
Chile,2011,79.8,86.0,93.0,94.0,94.0,7.0,211.614293,1.9459101490553132,16.657704514158834,2.1114245875328868
Chile,2010,79.1,89.0,92.0,92.0,92.0,6.97,177.4925143,0.0,16.648332943253127,2.189416394888408
Chile,2009,79.3,91.0,94.0,94.0,94.0,7.39,181.525923,0.6931471805599453,16.63864046995681,2.1598687907924505
Chile,2008,79.6,88.0,95.0,95.0,95.0,6.87,241.5533381,0.0,16.628637814553272,2.1174596088673567
Chile,2007,78.9,14.92,95.0,96.0,92.0,6.35,209.4875875,0.0,16.618367054366576,2.127040520479115
Chile,2006,78.9,91.0,94.0,94.0,95.0,6.18,1275.689625,0.0,16.607889223596267,2.1198634561787513
China,2014,75.8,86.0,99.0,99.0,99.0,5.55,109.8743903,10.871022577597294,11.823552281917108,1.9139771019523042
China,2013,75.6,88.0,99.0,99.0,99.0,5.39,9.955532032,10.199286593089857,11.818489203205418,1.9154509415706047
China,2012,75.4,89.0,99.0,99.0,99.0,5.26,94.4344566,8.729720590267258,11.81817236860148,1.9080599249242156
China,2011,75.2,91.0,99.0,99.0,99.0,5.3,91.26749779,9.204724633190548,11.808679868312883,1.891604804197771
China,2010,75.0,92.0,99.0,99.0,99.0,4.89,5.660754839,10.549543125562224,11.803922038389839,1.9095425048844386
China,2009,74.9,93.0,99.0,99.0,99.0,5.8,50.28348923,10.867844376979322,11.799058838807154,1.7715567619105355
China,2008,74.5,97.0,99.0,97.0,95.0,4.59,39.22509728,11.786320968663555,14.096663361053158,1.6620303625532709
China,2007,74.4,96.0,94.0,93.0,92.0,4.32,246.52336863750003,11.599323320460693,14.091539495614786,1.5851452198650557
China,2006,74.2,98.0,94.0,93.0,91.0,4.52,29.74342979,11.508947563601005,9.481359383531425,1.4539530095937052
China,2005,73.9,99.0,87.0,87.0,84.0,4.66,171.6596026,11.729809466113293,9.500993027872797,1.366091653802371
China,2004,73.5,11.0,87.0,87.0,79.0,4.72,1.58668462,11.16407695728096,11.772794310776526,1.3962446919730587
China,2003,73.1,13.0,87.0,86.0,75.0,4.82,122.9365349,11.182753340897495,9.463819123086465,1.3762440252663892
China,2002,72.7,16.0,86.0,86.0,44.0,4.79,106.3590358,10.974077524630472,7.158513997329321,1.3635373739972745
China,2001,72.2,11.0,86.0,86.0,65.0,4.56,14.23064496,11.395975831937383,11.753405860937713,1.3454723665996355
China,2000,71.7,112.75999999999999,86.0,85.0,44.0,4.6,17.46057369,11.171758224044796,14.048720077009808,1.4011829736136414
Colombia,2014,74.6,144.0,72.0,69.5,65.75,7.2,1435.487755,0.0,17.68236697812398,1.682688374173693
Colombia,2013,74.4,145.0,91.0,91.0,91.0,6.84,15.16255482,0.6931471805599453,17.672929151194264,1.6882490928583902
Colombia,2012,74.3,143.0,91.0,91.0,92.0,6.93,1487.896562,0.6931471805599453,17.66313318737904,1.6937790608678513
Colombia,2011,74.2,144.0,85.0,85.0,85.0,6.64,184.3073618,1.9459101490553132,15.351656442194908,1.6808279085207734
Colombia,2010,73.6,15.0,88.0,88.0,88.0,6.76,113.2436346,0.0,15.339804004191283,1.6639260977181702
Colombia,2009,73.6,15.0,92.0,92.0,92.0,7.1,941.6464045,0.0,17.631379031222945,1.6752256529721035
Colombia,2008,73.5,146.0,92.0,92.0,92.0,6.62,978.07041,0.0,15.317707298525844,1.6956156086751528
Colombia,2007,73.5,144.0,93.0,93.0,93.0,6.25,780.5946749,0.0,17.608177183178345,1.7334238922150915
Colombia,2006,73.1,147.0,94.0,93.0,93.0,6.11,62.43710774,0.0,17.595959636538247,1.7101878155342434
Colombia,2005,73.1,144.0,93.0,93.0,93.0,5.82,531.9808176,0.0,17.583331382733483,1.682688374173693
Colombia,2004,72.8,148.0,89.0,89.0,89.0,5.37,42.17956418,0.0,17.57027521977625,1.6601310267496185
Colombia,2003,72.4,15.0,92.0,92.0,92.0,5.92,417.8038898,0.0,17.5567962968621,1.6582280766035324
Colombia,2002,71.8,163.0,83.0,81.0,78.0,5.67,393.8773633,4.941642422609304,17.542949256509285,1.6956156086751528
Colombia,2001,71.5,165.0,83.0,69.5,65.75,5.96,404.4205858,1.3862943611198906,13.120160953849128,1.691939133945844
Colombia,2000,71.4,166.72,82.0,79.0,78.0,5.91,477.1341814,0.6931471805599453,13.003487494808203,1.7334238922150915
Comoros,2014,63.2,46.1,87.0,87.0,88.0,6.75,73.86584922,0.0,13.540265491002843,0.009950330853168083
Comoros,2013,62.9,233.0,85.0,87.0,88.0,6.51,61.57443584,0.0,8.91139510724569,0.009950330853168083
Comoros,2012,62.5,237.0,85.0,86.0,89.0,7.11,78.39008571,0.6931471805599453,13.492365715769857,0.009950330853168083
Comoros,2011,62.2,241.0,85.0,83.0,83.0,6.1,59.6596497,1.3862943611198906,11.245960634107169,0.11332868530700317
Comoros,2010,61.8,246.0,82.0,74.0,74.0,5.82,47.30421873,0.0,13.444001850027584,0.1397619423751587
Comoros,2009,61.3,251.0,84.0,83.0,83.0,3.82,56.98952474,0.6931471805599453,13.419876466660947,0.15700374880966478
Comoros,2008,61.0,255.0,81.0,81.0,81.0,5.13,93.36788979,0.0,13.395789312307906,0.11332868530700317
Comoros,2007,66.0,259.0,75.0,75.0,75.0,4.93,9.087638194,0.0,11.069181999552008,0.1484200051182733
Comoros,2006,63.0,262.0,69.0,69.0,69.0,4.57,77.0283958,4.454347296253507,13.347785929821603,0.22314355131420976
Comoros,2005,60.0,266.0,67.0,68.0,68.0,4.32,69.9675435,6.816735880594968,13.323879533545673,0.2151113796169455
Comoros,2004,59.8,269.0,73.0,76.0,77.0,3.96,7.212110766,0.0,13.300055903414593,0.23901690047049992
Comoros,2003,59.6,270.78,52.5,56.25,55.5,3.65,45.09010835,0.0,13.276306035596587,0.23111172096338664
Costa Rica,2014,79.5,96.0,91.0,91.0,91.0,9.31,384.5129138,0.6931471805599453,15.375248852801514,1.4929040961781488
Costa Rica,2013,79.4,96.0,95.0,95.0,94.0,9.47,386.1379123,0.0,10.771470004116164,1.4861396960896067
Costa Rica,2012,79.2,97.0,9.0,91.0,91.0,9.56,2568.237059,0.0,15.353264051373522,1.4678743481123135
Costa Rica,2011,79.0,98.0,82.0,85.0,84.0,9.73,2429.854745,0.0,10.746669812589644,1.4838746894587547
Costa Rica,2010,78.1,16.0,93.0,88.0,89.0,9.66,2377.010299,0.0,13.027016996944768,1.5216989981260935
Costa Rica,2009,79.2,96.0,8.0,86.0,87.0,9.69,24.88720369,0.0,15.316976547984044,1.623340817603092
Costa Rica,2008,78.9,99.0,89.0,81.0,89.0,9.1,1859.095621,0.0,13.001232493954117,1.6524974018945473
Costa Rica,2007,78.9,93.0,89.0,89.0,89.0,8.37,150.8891479,0.0,15.29015227825205,1.6486586255873816
Costa Rica,2006,78.0,16.0,89.0,89.0,88.0,7.82,1185.412346,0.0,12.991787612605439,1.6389967146756448
Costa Rica,2005,78.6,97.0,91.0,91.0,81.25,7.74,1002.833273,0.6931471805599453,15.261921647238564,1.62924053973028
Costa Rica,2004,77.7,12.0,9.0,81.0,89.0,7.8,1043.10795,0.0,12.94500309311967,1.6272778305624314
Costa Rica,2003,78.0,1.0,88.0,88.0,86.0,8.45,1070.268999,0.6931471805599453,15.232812186356668,1.6174060820832772
Costa Rica,2002,78.3,99.0,94.0,94.0,94.0,8.23,112.9493745,0.0,10.74343705115356,1.6428726885203377
Costa Rica,2001,77.5,1.0,92.0,91.0,81.25,7.25,868.3713593,0.0,15.201004348713203,1.665818245870208
Costa Rica,2000,77.6,98.0,8.0,88.0,89.0,7.12,94.17819458,0.0,15.182990023820054,1.6752256529721035
Croatia,2014,77.8,97.0,95.0,95.0,95.0,7.8,1884.098811,0.0,15.25969403811626,2.5756610130564646
Croatia,2013,77.7,97.0,96.0,96.0,96.0,7.83,1899.107385,0.0,15.263767469004911,2.5945081597030812
Croatia,2012,77.1,14.0,96.0,96.0,98.0,7.8,1851.713262,1.0986122886681098,15.266552558979884,2.5249283241374862
Croatia,2011,77.0,14.0,96.0,96.0,97.0,7.8,1913.356642,2.5649493574615367,12.96833302367093,2.579458966729223
Croatia,2010,76.6,16.0,97.0,97.0,97.0,8.131250000000001,1607.5741083750002,2.0794415416798357,15.301148318150378,2.5726122302071057
Croatia,2009,76.3,19.0,96.0,96.0,97.0,8.131250000000001,2160.380199,1.0986122886681098,13.00127764384046,2.580974118534234
Croatia,2008,76.0,115.86,96.0,96.0,97.0,7.7,2323.382949375,3.9512437185814275,13.002360630009631,2.569554123848285
Croatia,2007,75.8,114.0,96.0,96.0,95.0,7.56125,2019.812779,0.0,8.39773375137891,2.6071242825122494
Cyprus,2014,83.0,53.0,99.0,99.0,96.0,7.37,207.3041936,2.3978952727983707,11.654772189198464,0.009950330853168083
Cyprus,2013,81.0,54.0,99.0,99.0,96.0,7.46,212.0859259,0.0,13.949951411903454,2.306577114263583
Cyprus,2012,80.0,56.0,99.0,99.0,96.0,7.44,2159.756205,0.6931471805599453,11.640113027990695,2.446685436967803
Cyprus,2011,79.7,57.0,99.0,99.0,96.0,7.54,2443.325028,0.0,13.933147805216267,2.458733775483977
Cyprus,2010,79.5,59.0,99.0,99.0,96.0,7.23,283.3300258,2.9444389791664403,11.619696984693451,2.511223958105374
Cyprus,2009,79.3,6.14,99.0,99.0,96.0,7.4,230.2524184,0.0,9.897318563390598,2.468099531471619
Cyprus,2008,79.1,62.0,97.0,97.0,93.0,6.89,239.6409938,0.6931471805599453,12.109363487612141,2.565718292524414
Cyprus,2007,78.9,63.0,97.0,97.0,93.0,6.5,1958.525877,0.0,12.00587017376753,2.5305171610400525
Cyprus,2006,78.8,64.0,97.0,97.0,93.0,6.28,1700.841534,0.0,9.586033321750676,2.523325759691945
Cyprus,2005,78.7,65.0,98.0,98.0,88.0,6.37,1562.520827,0.6931471805599453,11.757117925472146,2.5185025992165158
Cyprus,2004,78.6,65.0,98.0,98.0,88.0,6.42,1586.724172,0.0,7.040536390215956,2.6411978941143697
Cyprus,2003,78.5,66.0,98.0,98.0,88.0,6.83,158.7087399,0.0,13.809053757620903,2.4527277514237653
Cyprus,2002,78.4,68.0,98.0,98.0,88.0,6.12,1128.050886,0.0,13.792208153586506,2.5400259490090797
Cyprus,2001,78.2,68.86,97.0,97.0,89.0,5.78,100.8086193,0.0,11.475047050530808,2.412335956953165
Cyprus,2000,78.1,7.0,97.0,97.0,89.0,5.77,950.8027925,0.0,13.757125863137277,2.3570732782781154
Djibouti,2014,63.0,252.28,78.0,78.0,78.0,7.217499999999999,24.73299655,0.0,13.72357617374486,0.3220834991691133
Djibouti,2013,62.7,256.0,82.0,82.0,82.0,9.14,229.4410095,3.367295829986474,13.706464369662934,0.4252677354043441
Djibouti,2012,62.2,263.0,81.0,81.0,81.0,8.95,217.2125786,6.565264970035361,13.689024006357881,0.41871033485818504
Djibouti,2011,61.8,268.0,87.0,87.0,87.0,8.71,20.35974738,3.912023005428146,13.671568591448146,0.3293037471426004
Djibouti,2010,61.3,273.0,88.0,88.0,88.0,8.84,187.4960097,2.0794415416798357,13.654340130593376,0.3646431135879093
Djibouti,2009,69.0,279.0,89.0,89.0,89.0,8.37,177.2671607,3.8918202981106265,11.33481502894774,0.3987761199573678
Djibouti,2008,62.0,289.0,89.0,89.0,88.0,8.5,171.7686449,4.969813299576001,13.62063249719631,0.3987761199573678
Djibouti,2007,59.8,295.51,88.0,88.0,68.625,7.72,20.86878709,3.2188758248682006,9.09862638234618,0.37156355643248307
Dominican Republic,2014,73.6,154.0,49.25,91.0,89.0,4.38,1088.244952,0.0,11.890299692911867,1.9344157696295783
Dominican Republic,2013,73.4,157.0,82.0,83.0,37.5,4.12,97.52211538,0.0,14.063383404122883,1.9358598132018119
Dominican Republic,2012,72.1,174.0,85.0,85.0,74.0,4.26,857.1307037,0.0,11.656991176309651,1.9358598132018119
Dominican Republic,2011,73.1,16.84,84.0,84.0,37.5,4.22,843.7876995,1.0986122886681098,9.45688790106941,1.9329696377795786
Dominican Republic,2010,72.7,166.0,85.0,88.0,83.0,4.6,664.5585242,0.0,16.10784186006581,1.9487632180377197
Dominican Republic,2009,73.6,157.0,85.0,82.0,37.5,4.41,587.8828228,0.0,16.094597622068637,1.9530276168241774
Dominican Republic,2008,73.3,161.0,86.0,82.0,81.0,4.2,49.09241952,0.0,13.778486550285844,1.9629077254238845
Dominican Republic,2007,72.9,164.0,86.0,85.0,81.0,4.34,74.8217488,0.0,13.76878995078367,1.9530276168241774
